Date,Open,High,Low,Close,Volume
2018-03-01,1513.6,1518.49,1465.0,1493.45,6835230
2018-03-02,1469.1,1501.05,1455.01,1500.25,6587564
2018-03-05,1494.24,1525.38,1481.0,1523.61,5233934
2018-03-06,1533.2,1542.13,1528.0,1537.64,4561718
2018-03-07,1526.52,1545.9,1522.51,1545.0,4174123
2018-03-08,1550.0,1554.88,1545.25,1551.86,3862615
